# redshift      Ob
7.408563261315079806e+00 1.571669947417820568e-01
7.407774677018125864e+00 1.571668247573544119e-01
7.406986205432406933e+00 1.571666547338189945e-01
7.406197804427060660e+00 1.571664846620835221e-01
7.405409705528911424e+00 1.571663145921076976e-01
7.404621831111710684e+00 1.571661445071741992e-01
7.403834040441844344e+00 1.571659743769093232e-01
7.403046445744710269e+00 1.571658042255534293e-01
7.402259093544492075e+00 1.571656340631810145e-01
7.401471958554472153e+00 1.571654638843532903e-01
7.400684912991290609e+00 1.571652936614509055e-01
7.399898068929471329e+00 1.571651234187192714e-01
7.399111470417936154e+00 1.571649531657133003e-01
7.398324969977095655e+00 1.571647828705244887e-01
7.397538746579545688e+00 1.571646125719201870e-01
7.396752630141475215e+00 1.571644422330769619e-01
7.395966711447872655e+00 1.571642718736735722e-01
7.395180895965842716e+00 1.571641014732258201e-01
7.394395412679289237e+00 1.571639310814109958e-01
7.393609985155193520e+00 1.571637606382811914e-01
7.392824860529902509e+00 1.571635901974806349e-01
7.392039849145473518e+00 1.571634197178579107e-01
7.391255043952170034e+00 1.571632492196082531e-01
7.390470399928695144e+00 1.571630786929659185e-01
7.389686016634063215e+00 1.571629081595896926e-01
7.388901670141499345e+00 1.571627375708022356e-01
7.388117526390917789e+00 1.571625669626937893e-01
7.387333730694179756e+00 1.571623963669175339e-01
7.386549973686113546e+00 1.571622257161567338e-01
7.385766490284925823e+00 1.571620550615695777e-01
7.384983150140446817e+00 1.571618843747850658e-01
7.384199949272620245e+00 1.571617136549409710e-01
7.383416976521873565e+00 1.571615429214175408e-01
7.382634108363951952e+00 1.571613721472904512e-01
7.381851509243290366e+00 1.571612013684475784e-01
7.381069095540194525e+00 1.571610305666671370e-01
7.380286884259315450e+00 1.571608597456791989e-01
7.379504772752686570e+00 1.571606888830745230e-01
7.378722902634573977e+00 1.571605180098029075e-01
7.377941178167634284e+00 1.571603471049591860e-01
7.377159661379304900e+00 1.571601761821178056e-01
7.376378272366725497e+00 1.571600052238148471e-01
7.375597159157250005e+00 1.571598342624568601e-01
7.374816186773131221e+00 1.571596632685227091e-01
7.374035330899665119e+00 1.571594922366907343e-01
7.373254693833325213e+00 1.571593211893786146e-01
7.372474206200069879e+00 1.571591501114010803e-01
7.371694035408373757e+00 1.571589790394806729e-01
7.370914027840066218e+00 1.571588079399618976e-01
7.370134117533187812e+00 1.571586367983780763e-01
7.369354379481195316e+00 1.571584656311890982e-01
7.368574812358335890e+00 1.571582944381166025e-01
7.367795565024775506e+00 1.571581232518808324e-01
7.367016388880124111e+00 1.571579520178873757e-01
7.366237326194490898e+00 1.571577807454188347e-01
7.365458522911114692e+00 1.571576094665761980e-01
7.364679862383044728e+00 1.571574381557257205e-01
7.363901411480151538e+00 1.571572668275930396e-01
7.363123141659213111e+00 1.571570954759145267e-01
7.362345038310455614e+00 1.571569240974867443e-01
7.361567212862363263e+00 1.571567527168771794e-01
7.360789535873731637e+00 1.571565813055883498e-01
7.360011883011591927e+00 1.571564098362075168e-01
7.359234501461290989e+00 1.571562383632447990e-01
7.358457328450896284e+00 1.571560668728837207e-01
7.357680329629585181e+00 1.571558953575619977e-01
7.356903581051376761e+00 1.571557238340905160e-01
7.356126871612768348e+00 1.571555522558592544e-01
7.355350457682440890e+00 1.571553806795126518e-01
7.354574182940841531e+00 1.571552090705305438e-01
7.353798100459583154e+00 1.571550374406566197e-01
7.353022097678414859e+00 1.571548657650024272e-01
7.352246428981151105e+00 1.571546940998669872e-01
7.351470779470154149e+00 1.571545223755736465e-01
7.350695391799620282e+00 1.571543506458498995e-01
7.349920271707460984e+00 1.571541789120023402e-01
7.349145227853973061e+00 1.571540071316511189e-01
7.348370364212634342e+00 1.571538353278431610e-01
7.347595612477760163e+00 1.571536634854403536e-01
7.346821152382331910e+00 1.571534916443283747e-01
7.346046882796178679e+00 1.571533197820979277e-01
7.345272722851247771e+00 1.571531478808068649e-01
7.344498787618549684e+00 1.571529759660182379e-01
7.343725087501206339e+00 1.571528040400704263e-01
7.342951479798733416e+00 1.571526320712646474e-01
7.342178040812599171e+00 1.571524600765652480e-01
7.341404817720531994e+00 1.571522880664815436e-01
7.340631742556222861e+00 1.571521160259095051e-01
7.339858907029861435e+00 1.571519439752769032e-01
7.339086127799157033e+00 1.571517718737748259e-01
7.338313619522963904e+00 1.571515997692201072e-01
7.337541320765845754e+00 1.571514276479555328e-01
7.336769189521960222e+00 1.571512555006368550e-01
7.335997209159603294e+00 1.571510833235659488e-01
7.335225275707627723e+00 1.571509110935491726e-01
7.334453745385156154e+00 1.571507388900906799e-01
7.333682360338806383e+00 1.571505666556767544e-01
7.332911025694295759e+00 1.571503943691191230e-01
7.332139896800190293e+00 1.571502220651189718e-01
7.331369012923119044e+00 1.571500497524767892e-01
7.330598321029919262e+00 1.571498774193630377e-01
7.329827719305592737e+00 1.571497050430169240e-01
7.329057341010046578e+00 1.571495326532568459e-01
7.328287110511783276e+00 1.571493602331754114e-01
7.327517061233725038e+00 1.571491877902660705e-01
7.326747252347169059e+00 1.571490153378024002e-01
7.325977566829806165e+00 1.571488428495851075e-01
7.325208077962192199e+00 1.571486703420468256e-01
7.324438773591031904e+00 1.571484978124811360e-01
7.323669548172051513e+00 1.571483252372214423e-01
7.322900640914354220e+00 1.571481526699542719e-01
7.322131894940329566e+00 1.571479800755013478e-01
7.321363271386524652e+00 1.571478074451435891e-01
7.320594791018580239e+00 1.571476347835485121e-01
7.319826606661995250e+00 1.571474621250782688e-01
7.319058507970228611e+00 1.571472894224731631e-01
7.318290621832301390e+00 1.571471167042714501e-01
7.317522866647186319e+00 1.571469439521322731e-01
7.316755298366104832e+00 1.571467711786556642e-01
7.315987911249601794e+00 1.571465983825661994e-01
7.315220793349019424e+00 1.571464255837176915e-01
7.314453752549860965e+00 1.571462527388488017e-01
7.313686932297549959e+00 1.571460798802915837e-01
7.312920293497703561e+00 1.571459069992539037e-01
7.312153794544761887e+00 1.571457340863645080e-01
7.311387382373036203e+00 1.571455611296515564e-01
7.310621242806199405e+00 1.571453881710656031e-01
7.309855369138762882e+00 1.571452152091306342e-01
7.309089584888420532e+00 1.571450422040057693e-01
7.308323886029232774e+00 1.571448691547742138e-01
7.307558524347220086e+00 1.571446961183636248e-01
7.306793209013903834e+00 1.571445230290407502e-01
7.306028235009933702e+00 1.571443499535398469e-01
7.305263308381339193e+00 1.571441768253731275e-01
7.304498530206662288e+00 1.571440036674134899e-01
7.303733959542494603e+00 1.571438304930475038e-01
7.302969564735184882e+00 1.571436572951244171e-01
7.302205357541469155e+00 1.571434840763243912e-01
7.301441319907197247e+00 1.571433108325707151e-01
7.300677472057322426e+00 1.571431375684651244e-01
7.299913829179885738e+00 1.571429642874728749e-01
7.299150312087816062e+00 1.571427909716378302e-01
7.298387005707267505e+00 1.571426176402506703e-01
7.297623851238030035e+00 1.571424442799755350e-01
7.296860925795051855e+00 1.571422709083485081e-01
7.296098121217288401e+00 1.571420975008051557e-01
7.295335421554635325e+00 1.571419240537188511e-01
7.294572944753446642e+00 1.571417505939239900e-01
7.293810761814647492e+00 1.571415771376085124e-01
7.293048627173360110e+00 1.571414036289009164e-01
7.292286653469703062e+00 1.571412300934421913e-01
7.291524915277376451e+00 1.571410565482368460e-01
7.290763419851057137e+00 1.571408829949684227e-01
7.290001942171843829e+00 1.571407093823563306e-01
7.289240751761160375e+00 1.571405357718590468e-01
7.288479685202433167e+00 1.571403621262275341e-01
7.287718805987501547e+00 1.571401884599581411e-01
7.286958069422113660e+00 1.571400147628619626e-01
7.286197591468905443e+00 1.571398410614378849e-01
7.285437187950488891e+00 1.571396673136305489e-01
7.284676968418113852e+00 1.571394935444752616e-01
7.283917046274950735e+00 1.571393197799247632e-01
7.283157130769148502e+00 1.571391459535047552e-01
7.282397477812964759e+00 1.571389721237584358e-01
7.281638025753068177e+00 1.571387982766072056e-01
7.280878720966174278e+00 1.571386243997907051e-01
7.280119515587701429e+00 1.571384504823502837e-01
7.279360564121065913e+00 1.571382765596947562e-01
7.278601861449510046e+00 1.571381026306857276e-01
7.277843249890038280e+00 1.571379286591890745e-01
7.277084692541571975e+00 1.571377546367314360e-01
7.276326441041788051e+00 1.571375806210581483e-01
7.275568325102479861e+00 1.571374065731153125e-01
7.274810386801899398e+00 1.571372325025736649e-01
7.274052639384800401e+00 1.571370584124925085e-01
7.273295051439477632e+00 1.571368842956702983e-01
7.272537709157198549e+00 1.571367101719384207e-01
7.271780467948638638e+00 1.571365360080685947e-01
7.271023376352203194e+00 1.571363618152272212e-01
7.270266409692366594e+00 1.571361875877426428e-01
7.269509799054936217e+00 1.571360133788343993e-01
7.268753250320849624e+00 1.571358391208056982e-01
7.267996842591033513e+00 1.571356648318727733e-01
7.267240681652296530e+00 1.571354905364306387e-01
7.266484570588100489e+00 1.571353161890985672e-01
7.265728772101168076e+00 1.571351418504685626e-01
7.264973070963668178e+00 1.571349674709171251e-01
7.264217566919147551e+00 1.571347930734686149e-01
7.263462224142537060e+00 1.571346186498698561e-01
7.262707049661463188e+00 1.571344442017562071e-01
7.261952081613487486e+00 1.571342697379562170e-01
7.261197213188702371e+00 1.571340952337971497e-01
7.260442610373575967e+00 1.571339207276677141e-01
7.259688114039771989e+00 1.571337461827868043e-01
7.258933824012188119e+00 1.571335716222584389e-01
7.258179650737217159e+00 1.571333970253699919e-01
7.257425735278031809e+00 1.571332224247971032e-01
7.256671887041269642e+00 1.571330477764122657e-01
7.255918301401615977e+00 1.571328731254919286e-01
7.255164855713760019e+00 1.571326984436339780e-01
7.254411525452969300e+00 1.571325237251560980e-01
7.253658439697116656e+00 1.571323490000116896e-01
7.252905515835021966e+00 1.571321742490567053e-01
7.252152802434225443e+00 1.571319994835818079e-01
7.251400188203360742e+00 1.571318246777577421e-01
7.250647754594627514e+00 1.571316498505097026e-01
7.249895482320087403e+00 1.571314749973706792e-01
7.249143431137086147e+00 1.571313001322499348e-01
7.248391507227835540e+00 1.571311252333486841e-01
7.247639763885445952e+00 1.571309503130731144e-01
7.246888192463854850e+00 1.571307753694275167e-01
7.246136891065340535e+00 1.571306004252743527e-01
7.245385519886600179e+00 1.571304254014856128e-01
7.244634530413399887e+00 1.571302504032408009e-01
7.243883677835138535e+00 1.571300753735302980e-01
7.243132903725466143e+00 1.571299002987330551e-01
7.242382335898046364e+00 1.571297252086618357e-01
7.241631961110164717e+00 1.571295501002493156e-01
7.240881743699826956e+00 1.571293749651891392e-01
7.240131730613177830e+00 1.571291998144579427e-01
7.239381932094248739e+00 1.571290246504724875e-01
7.238632247652033946e+00 1.571288494497697363e-01
7.237882752738276970e+00 1.571286742299925487e-01
7.237133363228775096e+00 1.571284989714829272e-01
7.236384202872530480e+00 1.571283237031956825e-01
7.235635144515804917e+00 1.571281483953963498e-01
7.234886313664140367e+00 1.571279730774710059e-01
7.234137688457308535e+00 1.571277977443282514e-01
7.233389148824841186e+00 1.571276223678552408e-01
7.232640787370041124e+00 1.571274469697528930e-01
7.231892683880260186e+00 1.571272715687483668e-01
7.231144627534168201e+00 1.571270961154226931e-01
7.230396874796308992e+00 1.571269206699442700e-01
7.229649173064440326e+00 1.571267451730617160e-01
7.228901743320350626e+00 1.571265696766551423e-01
7.228154425153607399e+00 1.571263941430806055e-01
7.227407187651750498e+00 1.571262185650730003e-01
7.226660204358680062e+00 1.571260429834240857e-01
7.225913409467978887e+00 1.571258673826934904e-01
7.225166760079999584e+00 1.571256917528078556e-01
7.224420336968351286e+00 1.571255161127858568e-01
7.223674054368947495e+00 1.571253404424646782e-01
7.222927898950896264e+00 1.571251647387118533e-01
7.222181944655495123e+00 1.571249890189523601e-01
7.221436202840527230e+00 1.571248132858858726e-01
7.220690503310190245e+00 1.571246374994098860e-01
7.219945029624101451e+00 1.571244617028013935e-01
7.219199779759136959e+00 1.571242858956121424e-01
7.218454699978365419e+00 1.571241100651870615e-01
7.217709767172953761e+00 1.571239342060846977e-01
7.216964940389477334e+00 1.571237583086410039e-01
7.216220305309771987e+00 1.571235823930998421e-01
7.215475811394354899e+00 1.571234064475356684e-01
7.214731558651256371e+00 1.571232304956036441e-01
7.213987535619590830e+00 1.571230545346259111e-01
7.213243550319748287e+00 1.571228785192051447e-01
7.212499760095254508e+00 1.571227024865677058e-01
7.211756140083460664e+00 1.571225264308475922e-01
7.211012708284135542e+00 1.571223503563236590e-01
7.210269440671131846e+00 1.571221742573222224e-01
7.209526308451700061e+00 1.571219981270314259e-01
7.208783356932160657e+00 1.571218219762013368e-01
7.208040606088981228e+00 1.571216458095886226e-01
7.207298084418896522e+00 1.571214696339788552e-01
7.206555513451622375e+00 1.571212933832949188e-01
7.205813301733588361e+00 1.571211171545172924e-01
7.205071231362923712e+00 1.571209408959437503e-01
7.204329332513800921e+00 1.571207646147528836e-01
7.203587590237665594e+00 1.571205883074065224e-01
7.202845935372969244e+00 1.571204119574683145e-01
7.202104552367141643e+00 1.571202356088135244e-01
7.201363280946233125e+00 1.571200592233395199e-01
7.200622164499259625e+00 1.571198828113765100e-01
7.199881234674026409e+00 1.571197063804731786e-01
7.199140494248848832e+00 1.571195299313110083e-01
7.198399825797689999e+00 1.571193534359235089e-01
7.197659412943202106e+00 1.571191769380801406e-01
7.196919196946435449e+00 1.571190004238085525e-01
7.196179056058270795e+00 1.571188238640826851e-01
7.195439174335609422e+00 1.571186473028236830e-01
7.194699329876724114e+00 1.571184706870877856e-01
7.193959823786698848e+00 1.571182940887747570e-01
7.193220388274844446e+00 1.571181174439588990e-01
7.192481176566143830e+00 1.571179407892537849e-01
7.191742066243008047e+00 1.571177640954179444e-01
7.191003148082472762e+00 1.571175873841622050e-01
7.190264343842285300e+00 1.571174106367860257e-01
7.189525730922271762e+00 1.571172338718171135e-01
7.188787261777749293e+00 1.571170570778918085e-01
7.188049080123690260e+00 1.571168802894435668e-01
7.187310986183001127e+00 1.571167034586473665e-01
7.186573035341716320e+00 1.571165265987739534e-01
7.185835278294184114e+00 1.571163497219879579e-01
7.185097687314681458e+00 1.571161728216601550e-01
7.184360196356074368e+00 1.571159958819561553e-01
7.183622925599342679e+00 1.571158189317229392e-01
7.182885880293406800e+00 1.571156419722493647e-01
7.182148896238403246e+00 1.571154649641209045e-01
7.181412090695687311e+00 1.571152879355039167e-01
7.180675480566982571e+00 1.571151108904792482e-01
7.179939041347614292e+00 1.571149338231760673e-01
7.179202866621278822e+00 1.571147567561235192e-01
7.178466710850683441e+00 1.571145796302723108e-01
7.177730776624635212e+00 1.571144024943701145e-01
7.176994995825181967e+00 1.571142253320413906e-01
7.176259399281218698e+00 1.571140481507243558e-01
7.175523882021345834e+00 1.571138709251408139e-01
7.174788632118278997e+00 1.571136937006240852e-01
7.174053510081615848e+00 1.571135164435742415e-01
7.173318565995935536e+00 1.571133391660792245e-01
7.172583717454448227e+00 1.571131618482687342e-01
7.171849119153094421e+00 1.571129845274871206e-01
7.171114614288457645e+00 1.571128071659006475e-01
7.170380310724906892e+00 1.571126297895653612e-01
7.169646290445458980e+00 1.571124524183193094e-01
7.168912296063685297e+00 1.571122749899785953e-01
7.168178506253144455e+00 1.571120975477356130e-01
7.167444787861811051e+00 1.571119200593995291e-01
7.166711325090584062e+00 1.571117425695431891e-01
7.165978044740791475e+00 1.571115650604818781e-01
7.165244816825360630e+00 1.571113875007511262e-01
7.164511925205077958e+00 1.571112099591134292e-01
7.163779140882592600e+00 1.571110323801239161e-01
7.163046440072052157e+00 1.571108547580149228e-01
7.162313853677281905e+00 1.571106771002758473e-01
7.161581630467769521e+00 1.571104994672687938e-01
7.160849517432830602e+00 1.571103217976483057e-01
7.160117429465866934e+00 1.571101440707498853e-01
7.159385654335803650e+00 1.571099663564501370e-01
7.158653975670931757e+00 1.571097886022274071e-01
7.157922406292155593e+00 1.571096108111949274e-01
7.157191063997509595e+00 1.571094330119963411e-01
7.156459915329052457e+00 1.571092551965241335e-01
7.155728935437505100e+00 1.571090773587539291e-01
7.154998090971457891e+00 1.571088994905831260e-01
7.154267332718790229e+00 1.571087215800354986e-01
7.153536824930522009e+00 1.571085436671152136e-01
7.152806477092512161e+00 1.571083657298032454e-01
7.152076225658673181e+00 1.571081877526227799e-01
7.151346217982589515e+00 1.571080097715029933e-01
7.150616355276978808e+00 1.571078317623814113e-01
7.149886637401310807e+00 1.571076537252332761e-01
7.149157081190724128e+00 1.571074756641779868e-01
7.148427626474305185e+00 1.571072975645358138e-01
7.147698440529568487e+00 1.571071194671684323e-01
7.146969418586942346e+00 1.571069413465152609e-01
7.146240462471753929e+00 1.571067631785911523e-01
7.145511684474381120e+00 1.571065849908453438e-01
7.144783170656320515e+00 1.571064068043496464e-01
7.144054755624578590e+00 1.571062285786699597e-01
7.143326435632702420e+00 1.571060503128869079e-01
7.142598411293656469e+00 1.571058720561260003e-01
7.141870466037761211e+00 1.571056937553809429e-01
7.141142679480679156e+00 1.571055154301556067e-01
7.140415128862082739e+00 1.571053370993989451e-01
7.139687749447787724e+00 1.571051587472690747e-01
7.138960452150978853e+00 1.571049803519270760e-01
7.138233403964242108e+00 1.571048019543491159e-01
7.137506288385774944e+00 1.571046234768699035e-01
7.136779589124760292e+00 1.571044450382381996e-01
7.136052917541197971e+00 1.571042665430545660e-01
7.135326450329628756e+00 1.571040880347236712e-01
7.134600132254036886e+00 1.571039094996909691e-01
7.133873976561731389e+00 1.571037309412254834e-01
7.133148002841709356e+00 1.571035523641611809e-01
7.132422315780982736e+00 1.571033737942824637e-01
7.131696557832358785e+00 1.571031951436080154e-01
7.130971110756866516e+00 1.571030165061144679e-01
7.130245665551794509e+00 1.571028378057245656e-01
7.129520583975258674e+00 1.571026591315707599e-01
7.128795522131718521e+00 1.571024803989326812e-01
7.128070685405838880e+00 1.571023016584432996e-01
7.127346071183865206e+00 1.571021229094885785e-01
7.126621541954814454e+00 1.571019441181595866e-01
7.125897093451817987e+00 1.571017652833970324e-01
7.125172923574486283e+00 1.571015864540729057e-01
7.124448879073268515e+00 1.571014075923682363e-01
7.123725010959716109e+00 1.571012287108960459e-01
7.123001253342832406e+00 1.571010497933832128e-01
7.122277672397490100e+00 1.571008708561982270e-01
7.121554223968857400e+00 1.571006918884344794e-01
7.120831054895894852e+00 1.571005129264434197e-01
7.120107962570281224e+00 1.571003339201046123e-01
7.119385014009036006e+00 1.571001548860095631e-01
7.118662252553883185e+00 1.570999758349070630e-01
7.117939737305451153e+00 1.570997967814674323e-01
7.117217233524877784e+00 1.570996176675235889e-01
7.116494986052071425e+00 1.570994385537804461e-01
7.115772833833016620e+00 1.570992594003156884e-01
7.115050929238859290e+00 1.570990802449472590e-01
7.114329033829617011e+00 1.570989010285071819e-01
7.113607472669311704e+00 1.570987218317126399e-01
7.112885971319276912e+00 1.570985425864317164e-01
7.112164614907523053e+00 1.570983633138123836e-01
7.111443462684083450e+00 1.570981840285974040e-01
7.110722514138293704e+00 1.570980047306857197e-01
7.110001587248159893e+00 1.570978253748107900e-01
7.109280917504093189e+00 1.570976460195679936e-01
7.108560369819407754e+00 1.570974666313599832e-01
7.107840163866844918e+00 1.570972872649099572e-01
7.107119884709541147e+00 1.570971078168858504e-01
7.106399869661885305e+00 1.570969283713224696e-01
7.105679961836529834e+00 1.570967488891407138e-01
7.104960198387934689e+00 1.570965693796089746e-01
7.104240700388273488e+00 1.570963898729489938e-01
7.103521277651336341e+00 1.570962103217285466e-01
7.102802048073546537e+00 1.570960307553794233e-01
7.102082883303379113e+00 1.570958511418630854e-01
7.101363966747388901e+00 1.570956715269992143e-01
7.100645263104615523e+00 1.570954919020013940e-01
7.099926649602462447e+00 1.570953122361973542e-01
7.099208150953006502e+00 1.570951325357647921e-01
7.098489872466488215e+00 1.570949528270587925e-01
7.097771772176570515e+00 1.570947730996045399e-01
7.097053845474593281e+00 1.570945933522673310e-01
7.096335991605644544e+00 1.570944135598258962e-01
7.095618298376110467e+00 1.570942337442751136e-01
7.094900876839017378e+00 1.570940539334684527e-01
7.094183521993384645e+00 1.570938740760424446e-01
7.093466359592626169e+00 1.570936942035328909e-01
7.092749270055547228e+00 1.570935142859548050e-01
7.092032374131595596e+00 1.570933343536117244e-01
7.091315696841859584e+00 1.570931544128105206e-01
7.090599212107640881e+00 1.570929744570300490e-01
7.089882760132702799e+00 1.570927944461372461e-01
7.089166501780144181e+00 1.570926144205517516e-01
7.088450502408767839e+00 1.570924343967331493e-01
7.087734588531469093e+00 1.570922543310795394e-01
7.087018727124896778e+00 1.570920742152754623e-01
7.086303249227285939e+00 1.570918941326425733e-01
7.085587720040873450e+00 1.570917139737604828e-01
7.084872498106296490e+00 1.570915338289102792e-01
7.084157312910184245e+00 1.570913536299750612e-01
7.083442419129545975e+00 1.570911734411392369e-01
7.082727561344952072e+00 1.570909931980402074e-01
7.082012859302730057e+00 1.570908129308684065e-01
7.081298385548343788e+00 1.570906326579450674e-01
7.080584140617127709e+00 1.570904523794381946e-01
7.079869934379785512e+00 1.570902720473662251e-01
7.079155867771611099e+00 1.570900916872106645e-01
7.078441985811045001e+00 1.570899113103576827e-01
7.077728295087811539e+00 1.570897309184946800e-01
7.077014770224853812e+00 1.570895505052271324e-01
7.076301338659604312e+00 1.570893700522144887e-01
7.075588173418291049e+00 1.570891896032416968e-01
7.074875058478056644e+00 1.570890091036638847e-01
7.074162223590737320e+00 1.570888286116508548e-01
7.073449353178906662e+00 1.570886480473022428e-01
7.072736727433485804e+00 1.570884674815883897e-01
7.072024345544806856e+00 1.570882869143415406e-01
7.071312054082079079e+00 1.570881063066885686e-01
7.070599889294163276e+00 1.570879256678218705e-01
7.069887935608193175e+00 1.570877450191735802e-01
7.069176036188622447e+00 1.570875643209566352e-01
7.068464395380492427e+00 1.570873836250529509e-01
7.067752855020769331e+00 1.570872028913229412e-01
7.067041552100402413e+00 1.570870221545802026e-01
7.066330388402855434e+00 1.570868413898913463e-01
7.065619368113297938e+00 1.570866605983302078e-01
7.064908406811526653e+00 1.570864797584305694e-01
7.064197712656953954e+00 1.570862989231558426e-01
7.063487124018776875e+00 1.570861180514013244e-01
7.062776684520746251e+00 1.570859371542773497e-01
7.062066430726799737e+00 1.570857562411111519e-01
7.061356314528082656e+00 1.570855752996643540e-01
7.060646376819496695e+00 1.570853943403716924e-01
7.059936535507912225e+00 1.570852133423173147e-01
7.059226956703650302e+00 1.570850323478770183e-01
7.058517463646939660e+00 1.570848513119832424e-01
7.057808144561366070e+00 1.570846702571544184e-01
7.057098940236243401e+00 1.570844891682879330e-01
7.056389930635114105e+00 1.570843080658156365e-01
7.055681175552014572e+00 1.570841269650432859e-01
7.054972292636369602e+00 1.570839457682622620e-01
7.054263864845675691e+00 1.570837646244978569e-01
7.053555401146370585e+00 1.570835834082223437e-01
7.052847235571107376e+00 1.570834022048846201e-01
7.052139161801472156e+00 1.570832209617173958e-01
7.051431244461353387e+00 1.570830396952678509e-01
7.050723453438648924e+00 1.570828583978358950e-01
7.050015736170198721e+00 1.570826770559571040e-01
7.049308307173862254e+00 1.570824957246193809e-01
7.048601063495723018e+00 1.570823143774691677e-01
7.047893875530776064e+00 1.570821329812787381e-01
7.047186885729863626e+00 1.570819515725937754e-01
7.046480130006387732e+00 1.570817701606599115e-01
7.045773380890190118e+00 1.570815886870943479e-01
7.045066815604078769e+00 1.570814071974009629e-01
7.044360467201166820e+00 1.570812257000961665e-01
7.043654163559704529e+00 1.570810441509606636e-01
7.042948164062554639e+00 1.570808626166859678e-01
7.042242215240738012e+00 1.570806810321174751e-01
7.041536445571525249e+00 1.570804994303056645e-01
7.040830829173755134e+00 1.570803178046082937e-01
7.040125380703442737e+00 1.570801361588133882e-01
7.039420125908862680e+00 1.570799544995721553e-01
7.038714994372337053e+00 1.570797728087615364e-01
7.038010023986468688e+00 1.570795910961561292e-01
7.037305137669629396e+00 1.570794093418929893e-01
7.036600484057430549e+00 1.570792275843127250e-01
7.035895979736881856e+00 1.570790458019239999e-01
7.035191557289810049e+00 1.570788639773346429e-01
7.034487295017757269e+00 1.570786821307608438e-01
7.033783356561901456e+00 1.570785003044939121e-01
7.033079318992981221e+00 1.570783183892947299e-01
7.032375623570980672e+00 1.570781364991851170e-01
7.031671986780189343e+00 1.570779545609089500e-01
7.030968545028937200e+00 1.570777726097438709e-01
7.030265327017521493e+00 1.570775906531425292e-01
7.029562145831484088e+00 1.570774086427488281e-01
7.028859179696674175e+00 1.570772266247010829e-01
7.028156264006136134e+00 1.570770445563861861e-01
7.027453570788210868e+00 1.570768624823721260e-01
7.026751117867236829e+00 1.570766804073125689e-01
7.026048700801222680e+00 1.570764982782260066e-01
7.025346531523866567e+00 1.570763161500756677e-01
7.024644417346662451e+00 1.570761339728956041e-01
7.023942464205999769e+00 1.570759517741747990e-01
7.023240686535321409e+00 1.570757695576777413e-01
7.022539088777660865e+00 1.570755873245787970e-01
7.021837718234635872e+00 1.570754050871917273e-01
7.021136366581335331e+00 1.570752227913932431e-01
7.020435186245065573e+00 1.570750404768006814e-01
7.019734207796224368e+00 1.570748581513859432e-01
7.019033360141596845e+00 1.570746757966752227e-01
7.018332731798671453e+00 1.570744934357199418e-01
7.017632150041748673e+00 1.570743110235714168e-01
7.016931741520108901e+00 1.570741285932080733e-01
7.016231482441821043e+00 1.570739461384493274e-01
7.015531402072321399e+00 1.570737636669375104e-01
7.014831494231580145e+00 1.570735811770819779e-01
7.014131704249717103e+00 1.570733986546406502e-01
7.013432095159302548e+00 1.570732161160669216e-01
7.012732609039438181e+00 1.570730335462623972e-01
7.012033310870143588e+00 1.570728509622019431e-01
7.011334082419574010e+00 1.570726683330233853e-01
7.010635089170841105e+00 1.570724857019627219e-01
7.009936287174876490e+00 1.570723030575676415e-01
7.009237567336258579e+00 1.570721203713338898e-01
7.008539001755365483e+00 1.570719376621175500e-01
7.007840532468814665e+00 1.570717549147650216e-01
7.007142270563949005e+00 1.570715721583551827e-01
7.006444218787543754e+00 1.570713893936362404e-01
7.005746302081507615e+00 1.570712066009761487e-01
7.005048394699445069e+00 1.570710237474327309e-01
7.004350859651126804e+00 1.570708409281399986e-01
7.003653245136106875e+00 1.570706580246967465e-01
7.002955978512411583e+00 1.570704751491585616e-01
7.002258778806197625e+00 1.570702922278622848e-01
7.001561683330280950e+00 1.570701092705935054e-01
7.000864786012816587e+00 1.570699263020181036e-01
7.000168119310017367e+00 1.570697433306885993e-01
6.999471528216237637e+00 1.570695603159089071e-01
6.998775086733902029e+00 1.570693772771250551e-01
6.998078689569542377e+00 1.570691941866630414e-01
6.997382644708294741e+00 1.570690111255222676e-01
6.996686665191663046e+00 1.570688280182616914e-01
6.995990859047103605e+00 1.570686448933079626e-01
6.995295153692910439e+00 1.570684617315688814e-01
6.994599554521559348e+00 1.570682785344650889e-01
6.993904219871411421e+00 1.570680953437207927e-01
6.993208990580239259e+00 1.570679121174269333e-01
6.992513895673580393e+00 1.570677288632385538e-01
6.991818907080967982e+00 1.570675455737607917e-01
6.991124121149716153e+00 1.570673622744183373e-01
6.990429506862684050e+00 1.570671789570520782e-01
6.989735001969999750e+00 1.570669956052446470e-01
6.989040717623250742e+00 1.570668122483583895e-01
6.988346509800011930e+00 1.570666288483710538e-01
6.987652522991391280e+00 1.570664454434686497e-01
6.986958660221494810e+00 1.570662620080426897e-01
6.986264883072549559e+00 1.570660785319380470e-01
6.985571397406737937e+00 1.570658950696214307e-01
6.984877849393609672e+00 1.570657115274908533e-01
6.984184669463672002e+00 1.570655280194709902e-01
6.983491494250865017e+00 1.570653444493904372e-01
6.982798588920455352e+00 1.570651608874820693e-01
6.982105735322053697e+00 1.570649772759710738e-01
6.981413071259546577e+00 1.570647936513825116e-01
6.980720538141146569e+00 1.570646099982003219e-01
6.980028107669182802e+00 1.570644263089251702e-01
6.979335953121315050e+00 1.570642426295491834e-01
